SiteID,Sitename2,Sitename3,WA_County,Lat,Long,LCC_E_km,LCC_N_km,AP3_XCell,AP3_YCell,AP4_XCell,AP4_YCell
530610020,Darrington,Drt,Snohomish,48.24682425,-121.603103,-43.30111748,-80.83213055,25,73,75,216
530611007,Marysville,Mrv,Snohomish,48.055139,-122.1757978,-84.71935682,-100.9765932,22,72,65,211
530612001,Getchell_Arlington,Arl,Snohomish,48.071389,-121.976389,-70.33091116,-99.42334107,23,72,68,211
530630001,Cheney,Chn,Spokane,47.41641325,-117.5298425,252.9386086,-164.7456699,50,66,149,195
530630016,Spokane_Ferry,SpF,Spokane,,,,,,,,
530630021,Spokane_Augusta,SpA,Spokane,47.67249625,-117.3648873,263.7053277,-136.7291575,51,69,152,202
530630046,Spokane_Greenbluff,SpG,Spokane,47.827222,-117.275278,269.4281017,-119.8233139,51,70,153,206
530630047,Spokane_Monroe,SpM,Spokane,47.70005275,-117.425975,259.144621,-133.9708841,51,69,151,203
530630049,Spokane_3rd,Sp3,Spokane,47.6538,-117.4184,259.9157479,-138.9108593,51,68,151,201
530630051,Spokane_res_IMPROVE,S_R,Spokane,47.9045,-117.8609,226.7652961,-113.3415034,48,71,143,208
530630052,Spokane_College,SpC,Spokane,47.6629985,-117.4282993,259.1537629,-137.9556449,51,69,151,202
530639000,Newman_Lake,NwL,Spokane,,,,,,,,
530639996,Liberty_Lake,,Spokane,47.660568,-117.084503,284.0925158,-137.050063,53,69,157,202
530639997,Spokane_Broadway,SpB,Spokane,47.66396275,-117.2576515,271.5218862,-137.2865773,52,69,154,202
530639998,Deer_Park,,Spokane,47.952564,-117.476044,254.3226319,-107.0244509,50,71,150,209
530639999,Airway_Heights,,Spokane,47.645351,-117.589027,247.5797375,-140.3585585,50,68,148,201
530650002,Wellpinit,Wlp,Stevens,47.88522075,-117.988614,217.6217252,-115.7662048,47,70,140,207
530650004,Colville,Clv,Stevens,48.5447055,-117.9036028,221.0210523,-44.69476952,47,76,141,225
530650009,Chewelah,Chw,Stevens,,,,,,,,
530670005,Yelm,Ylm,Thurston,46.952562,-122.59527,-117.3000696,-218.8795136,19,62,57,181
530670013,Lacey,Lcy,Thurston,47.029198,-122.8213355,-133.7327389,-210.2968578,18,62,53,183
530710005,Walla_Walla,WlW,Walla_Walla,46.0588025,-118.3514175,197.901489,-312.7347904,45,54,135,158
530710006,Burbank,Brb,Walla_Walla,,,,,,,,
530730005,Custer,Cst,Whatcom,48.95116675,-122.55443,-110.1272766,-4.184367513,20,80,58,235
530730015,Bellingham,Bli,Whatcom,48.76271875,-122.4402203,-102.4013619,-24.60298086,20,78,60,230
530730022,North_Cascades_IMPROVE,,Whatcom,48.7316,-121.0646,-4.596084227,-28.86911804,29,78,85,229
530739999,Maple_Falls,,Whatcom,48.9477,-122.1471,-81.27668658,-5.044181516,22,80,66,235
530750003,Pullman,Puw,Whitman,46.7245555,-117.179936,281.9688234,-237.8038221,52,60,156,177
530750004,Colfax,Cfx,Whitman,,,,,,,,
530750005,Lacrosse,Lcr,Whitman,46.815795,-117.8739335,230.3895426,-230.2364452,48,61,144,178
530750006,Rosalia,Ros,Whitman,47.23174075,-117.3686445,265.5798432,-184.0406438,51,65,152,190
530770007,Naches,Nch_Neph,Yakima,46.72975,-120.70379,21.87021296,-243.9340431,31,60,91,175
530770009,Yakima,Ykm,Yakima,46.595409,-120.512266,36.09883185,-258.2892234,32,58,95,171
530770012,Yakima_Sundquist,YkS,Yakima,,,,,,,,
530770015,Toppenish,Tpn,Yakima,46.38020925,-120.3326173,49.58757743,-281.2974942,33,57,98,166
530770016,White_Swan,WtS,Yakima,46.37543075,-120.7293178,20.11404179,-281.9831994,31,57,91,166
530770017,Harrah,HRh,Yakima,46.40857,-120.54398,33.86586169,-278.3628835,32,57,94,166
560350097,Wyoming_Range,,,42.98,-110.353058,837.1648193,-590.7784223,99,31,295,88
560350099,Boulder,,,42.7186,-109.7531,887.9685135,-612.1311813,103,29,308,83
560350100,Daniel_South,,,42.7914,-110.0547,863.2412627,-607.6843392,101,29,302,84
560350101,Pinedale,,,42.8698,-109.8708,876.4855042,-597.3445419,102,30,305,87
560350700,Big_Piney,,,42.486668,-110.099167,864.1998263,-640.5979578,101,27,302,76
560359991,Pinedale,,,42.9288,-109.788,882.0792976,-590.1593727,103,31,307,88
560370300,MOXA,,,41.750599,-109.789703,899.6167518,-715.5473142,104,20,311,57
560390008,GrandTeton,,,43.67083,-110.599403,808.2946632,-519.7640874,96,37,288,106
560391011,Yellowstone_NP,,,44.5597,-110.4006,811.0588389,-423.1511283,97,45,289,130
560391012,Yellowstone_NP_Old_Faith,,,44.456902,-110.831398,779.673477,-438.3727747,94,43,281,126
560410101,Murphy_Ridge,,,41.3694,-111.0419,804.7663524,-769.5125471,96,16,287,44
530639990,Spokane_Colbert_Greenbluff,,Spokane,47.8082264,-117.34327,264.6065,-122.0891,51,70,152,205
