Datetime,Rolling_8hr_O3_NW,Rolling_8hr_O3_NE,Rolling_8hr_O3_SW,Rolling_8hr_O3_SE
2021-03-16 00:00:00-06:00,50.519516,50.706623,50.11806,49.739212
2021-03-17 00:00:00-06:00,51.129395,51.90764,51.500153,51.01048
2021-03-18 00:00:00-06:00,55.186386,54.20274,55.79762,53.801132
2021-03-19 00:00:00-06:00,49.839493,49.98948,50.9367,48.957314
2021-03-20 00:00:00-06:00,55.73013,54.321335,55.578594,53.068295
2021-03-21 00:00:00-06:00,52.95773,52.99231,52.583584,52.239243
2021-03-22 00:00:00-06:00,52.660408,52.169365,52.552654,51.71889
2021-03-23 00:00:00-06:00,50.61841,50.227436,50.35627,49.63425
2021-03-24 00:00:00-06:00,52.28639,51.730766,52.57531,51.9307
2021-03-25 00:00:00-06:00,50.021416,49.47125,49.933315,49.35536
2021-03-26 00:00:00-06:00,49.66878,49.268593,49.4331,48.58771
2021-03-27 00:00:00-06:00,54.44318,54.346916,53.913654,54.11572
2021-03-28 00:00:00-06:00,57.882893,56.688637,57.82682,57.328472
2021-03-29 00:00:00-06:00,59.189964,59.20865,58.832123,58.868385
2021-03-30 00:00:00-06:00,57.41207,57.120445,57.262352,56.315414
2021-03-31 00:00:00-06:00,,,,
2021-04-01 00:00:00-06:00,62.40432,63.31583,63.69799,62.495804
2021-04-02 00:00:00-06:00,63.241093,63.054245,63.335873,63.463943
2021-04-03 00:00:00-06:00,66.4161,67.13802,66.99106,66.82828
2021-04-04 00:00:00-06:00,65.68044,65.240295,64.90874,64.4422
2021-04-05 00:00:00-06:00,56.63675,56.61757,57.65824,57.512466
2021-04-06 00:00:00-06:00,53.156464,52.98557,52.92754,53.62796
2021-04-07 00:00:00-06:00,57.593155,57.132046,57.41786,56.223297
2021-04-08 00:00:00-06:00,60.850243,61.039124,60.64809,60.89929
2021-04-09 00:00:00-06:00,65.43954,64.5121,64.595024,63.368805
2021-04-10 00:00:00-06:00,64.246635,64.02869,63.919823,63.762928
2021-04-11 00:00:00-06:00,64.09229,64.29183,63.856094,64.01643
2021-04-12 00:00:00-06:00,60.068752,59.544228,59.819046,59.18946
2021-04-13 00:00:00-06:00,54.4141,54.592594,54.933636,54.53778
2021-04-14 00:00:00-06:00,49.916397,50.875523,50.87827,50.090435
2021-04-15 00:00:00-06:00,48.34772,48.403225,48.169106,47.752834
2021-04-16 00:00:00-06:00,51.234985,51.842194,51.690376,51.41885
2021-04-17 00:00:00-06:00,56.203964,56.34337,55.784172,55.324123
2021-04-18 00:00:00-06:00,50.982174,50.790577,51.821365,50.64268
2021-04-19 00:00:00-06:00,49.31273,48.78983,48.564568,48.435318
2021-04-20 00:00:00-06:00,61.402485,61.543106,60.677727,60.51849
2021-04-21 00:00:00-06:00,59.663433,60.139225,60.470478,60.31138
2021-04-22 00:00:00-06:00,61.449875,61.65837,61.740955,61.910843
2021-04-23 00:00:00-06:00,56.955143,56.663864,56.76838,56.268402
2021-04-24 00:00:00-06:00,55.47434,55.38282,55.681576,55.37294
2021-04-25 00:00:00-06:00,55.173317,54.381767,54.90994,53.712296
2021-04-26 00:00:00-06:00,46.28562,46.478317,46.736046,46.30635
2021-04-27 00:00:00-06:00,49.810738,50.2064,49.55458,48.964115
2021-04-28 00:00:00-06:00,49.11185,49.06557,49.6486,49.314583
2021-04-29 00:00:00-06:00,54.030758,54.321545,54.68685,54.78322
2021-04-30 00:00:00-06:00,52.114937,52.2916,52.102325,52.06866
2021-05-01 00:00:00-06:00,52.51622,52.70735,52.765854,53.499805
2021-05-02 00:00:00-06:00,53.3165,53.503162,53.43235,53.37683
2021-05-03 00:00:00-06:00,50.764877,50.616062,51.828655,52.460674
2021-05-04 00:00:00-06:00,51.374184,51.01403,52.06778,50.99712
2021-05-05 00:00:00-06:00,60.055923,60.382473,59.97694,60.113495
2021-05-06 00:00:00-06:00,70.72682,70.845985,71.05044,70.57883
2021-05-07 00:00:00-06:00,60.213764,61.296455,62.246277,61.385357
2021-05-08 00:00:00-06:00,53.58115,53.36286,53.508183,53.368046
2021-05-09 00:00:00-06:00,54.804604,55.073067,54.824345,55.16012
2021-05-10 00:00:00-06:00,51.617958,51.637745,52.072144,51.787727
2021-05-11 00:00:00-06:00,48.181572,48.172993,48.232906,48.243534
2021-05-12 00:00:00-06:00,52.49332,52.905807,52.711876,53.23919
2021-05-13 00:00:00-06:00,47.770515,48.2576,48.381737,48.590816
2021-05-14 00:00:00-06:00,43.977406,44.04109,44.234066,44.094658
2021-05-15 00:00:00-06:00,47.77156,47.77755,48.56486,47.982628
2021-05-16 00:00:00-06:00,58.643356,58.46614,60.156033,58.995087
2021-05-17 00:00:00-06:00,60.375576,61.03582,61.91083,60.282455
2021-05-18 00:00:00-06:00,53.5785,55.159355,55.007282,54.440666
2021-05-19 00:00:00-06:00,47.3324,47.32826,47.53935,47.194714
2021-05-20 00:00:00-06:00,46.020725,46.520916,46.529434,46.557617
2021-05-21 00:00:00-06:00,56.56622,57.03456,57.20692,57.888966
2021-05-22 00:00:00-06:00,68.70048,68.923645,68.930725,68.510506
2021-05-23 00:00:00-06:00,44.824677,45.039146,45.158585,45.619488
2021-05-24 00:00:00-06:00,40.444748,40.469215,41.770557,40.74359
2021-05-25 00:00:00-06:00,44.550705,44.474358,45.031376,44.731815
2021-05-26 00:00:00-06:00,43.17916,43.396786,43.043106,43.028996
2021-05-27 00:00:00-06:00,54.036263,54.20071,53.860424,54.09831
2021-05-28 00:00:00-06:00,57.007885,56.76574,57.384632,57.656227
2021-05-29 00:00:00-06:00,53.442196,53.908787,53.756176,54.1338
2021-05-30 00:00:00-06:00,53.45204,54.119312,53.426254,53.657894
2021-05-31 00:00:00-06:00,48.120644,48.75491,48.346184,49.217896
2021-06-01 00:00:00-06:00,45.02712,45.221336,45.79774,45.776672
